All_Bonds;SP_500
139,8539;1278,47
139,7815;1272,23
139,4248;1281,58
139,3691;1284,13
139,6983;1297,48
139,5926;1303,02
139,7837;1305,33
139,4997;1307,25
139,7591;1305,08
139,6685;1297,23
139,9468;1305,04
139,7337;1301,67
140,023;1302,95
140,0298;1301,61
139,2997;1293,22
139,1522;1302,89
139,0598;1300,25
139,1462;1294,83
138,6995;1297,81
138,5383;1305,94
138,5383;1311,56
138,1972;1309,04
138,1582;1295,5
138,1267;1296,61
138,4194;1286,58
138,39;1288,13
137,8595;1289,12
137,8595;1289,12
137,8595;1285,33
137,8595;1307,65
137,902;1309,93
138,1156;1311,46
138,0308;1311,28
138,0518;1308,11
137,6484;1301,74
137,6484;1305,41
137,8052;1309,72
138,0288;1310,61
138,0288;1305,19
138,0288;1313,21
137,7791;1307,85
137,575;1312,25
137,575;1325,76
137,6955;1324,66
137,6583;1325,14
137,8865;1322,85
137,4363;1305,92
137,43;1291,24
137,8456;1294,5
138,2153;1292,08
137,6311;1270,32
137,6311;1261,81
138,2814;1267,03
138,7412;1262,07
138,64;1256,58
138,9894;1258,57
139,1104;1272,88
139,1104;1280,16
139,0046;1280,16
138,6631;1259,84
138,4403;1270,09
138,2776;1285,71
138,2776;1288,22
138,2776;1265,29
138,1933;1263,85
138,248;1256,15
138,7192;1257,93
138,8484;1252,3
139,0227;1236,4
139,4168;1223,69
139,1737;1230,04
138,766;1256,16
138,8988;1251,54
138,6463;1240,14
138,4345;1240,12
138,3707;1252,21
138,0314;1245,6
137,8414;1244,5
137,8414;1250,56
137,8327;1239,2
137,8289;1246
138,1175;1272,87
138,1175;1270,2
137,9553;1280,19
138,0865;1280,19
138,0865;1270,91
137,7962;1274,08
138,1991;1265,48
137,9949;1267,34
138,3401;1272,52
138,0232;1258,6
138,4363;1242,29
138,8445;1236,2
138,7477;1234,49
138,7477;1236,86
138,8387;1259,81
138,8837;1249,13
139,194;1240,29
139,1437;1260,91
139,0953;1268,88
139,0953;1268,4
139,2;1263,2
139,4547;1278,55
139,5066;1276,66
139,4331;1270,92
139,4331;1278,55
139,1198;1280,27
139,6601;1279,36
139,6814;1275,77
139,7136;1271,48
139,508;1265,95
139,5553;1271,81
139,2075;1266,74
139,0173;1268,21
139,2584;1285,58
139,5813;1295,43
139,6845;1297,48
139,6845;1302,3
140,1198;1297,52
140,6452;1298,82
140,5544;1292,99
140,6948;1296,06
140,8299;1295,09
140,8134;1301,79
140,5058;1304,28
140,5058;1304,27
141,0835;1303,82
141,2552;1311,01
141,1885;1311,01
140,8824;1313,25
140,556;1300,26
140,7322;1294,02
140,946;1298,92
140,8397;1299,54
140,6068;1313,11
140,928;1318,07
140,996;1316,28
141,1521;1319,87
141,1521;1321,18
141,126;1318,31
141,2347;1325,18
141,3005;1318,03
141,9749;1314,78
142,2358;1326,37
142,2358;1336,34
142,1515;1336,59
142,0128;1339,15
141,8727;1335,85
141,8727;1331,32
141,722;1334,11
142,0766;1350,22
141,9466;1353,22
141,7408;1349,58
141,6773;1350,66
141,2605;1353,42
141,3584;1349,95
141,4352;1362,83
141,2221;1365,62
141,2407;1369,06
141,4955;1364,05
141,4955;1365,96
141,1835;1366,96
141,2685;1368,6
140,9845;1377,02
141,0236;1377,38
141,0236;1382,23
141,185;1389,09
141,5708;1377,34
141,7312;1377,93
142,2192;1377,94
142,5912;1367,81
142,2422;1367,34
142,0123;1364,3
141,8246;1379,78
142,2367;1382,84
142,0813;1385,72
142,2423;1378,33
142,4972;1380,9
142,3328;1384,42
142,4891;1393,22
142,3271;1396,57
142,3113;1399,76
142,522;1401,2
142,7218;1400,5
142,6879;1402,81
142,7237;1406,09
142,473;1406,09
142,876;1400,95
142,6414;1381,9
142,8929;1386,72
142,6846;1399,48
142,9405;1400,63
143,2218;1396,71
143,1888;1409,12
143,073;1414,76
143,0656;1412,9
142,8761;1407,29
142,762;1409,84
142,5716;1413,04
142,6221;1411,56
142,6335;1413,21
142,271;1425,49
142,1907;1427,09
142,1907;1422,48
141,742;1425,55
141,8397;1423,53
141,689;1418,3
141,8249;1410,77
141,8249;1410,77
141,8249;1416,9
141,4121;1426,84
141,2127;1424,73
141,4241;1418,3
141,4241;1418,3
141,5324;1418,3
141,4326;1416,6
141,5719;1418,34
141,5719;1409,71
141,2695;1412,84
141,0373;1412,11
140,9966;1414,85
141,0585;1423,83
140,6499;1430,73
140,7761;1430,73
140,9173;1431,9
140,9503;1430,62
140,9503;1426,37
140,853;1430,5
141,1504;1422,96
141,1737;1427,99
141,0226;1440,13
140,8137;1423,9
140,8137;1422,18
140,5202;1420,62
140,5815;1428,82
140,7555;1438,24
140,8126;1445,94
141,0556;1448,39
141,0556;1446,99
141,2656;1448
141,339;1450,02
141,2372;1448,31
140,9415;1438,06
140,8053;1433,37
140,6748;1444,26
140,9137;1455,3
141,3395;1456,81
141,2778;1455,54
141,1514;1455,54
141,185;1459,68
141,3792;1457,63
141,0953;1456,38
141,426;1451,19
141,426;1449,38
142,0702;1399,04
142,1785;1406,82
142,2799;1403,17
142,3523;1387,17
142,3523;1374,12
142,5327;1395,41
142,5272;1391,97
142,4252;1401,89
142,2232;1402,85
142,3576;1406,6
142,6055;1377,95
142,8584;1387,17
142,6302;1392,28
142,6643;1386,95
142,4846;1402,06
142,6208;1410,94
142,5198;1435,04
142,3311;1434,54
141,9886;1436,11
141,9886;1437,5
141,7924;1428,61
141,8389;1417,23
141,6135;1422,53
141,5197;1420,86
141,5197;1424,55
141,3443;1437,77
141,5828;1439,37
141,5828;1443,76
141,3966;1443,76
141,3966;1444,61
141,1496;1448,39
141,0678;1438,87
140,7845;1447,8
140,3861;1452,85
140,6215;1468,47
140,8448;1471,48
141,0924;1472,5
140,8045;1470,73
140,766;1484,35
141,008;1480,93
141,1332;1480,41
141,0322;1495,42
140,8368;1494,25
140,831;1494,07
141,3574;1482,37
141,3574;1486,3
140,8819;1495,92
140,7369;1502,39
141,0411;1505,62
140,9466;1509,48
141,0735;1507,72
141,0321;1512,58
140,9579;1491,47
141,0912;1505,85
140,609;1503,15
140,4033;1501,19
140,4543;1514,14
140,3749;1512,75
140,4493;1522,75
140,313;1525,1
140,2621;1524,12
140,0624;1522,28
140,1359;1507,51
139,9905;1515,73
140,0063;1515,73
139,892;1518,11
140,0223;1530,23
139,848;1530,62
139,5359;1536,34
139,6234;1539,18
139,3675;1530,95
139,7249;1517,38
139,085;1490,72
138,8553;1507,67
138,9075;1509,12
138,6033;1493
138,4352;1515,67
138,4435;1522,97
138,4241;1532,91
138,2942;1531,05
138,6276;1533,71
138,5346;1512,84
138,5931;1522,19
138,532;1502,56
138,8042;1497,74
138,9928;1492,89
139,3872;1506,35
139,3185;1505,71
139,1877;1503,35
139,704;1519,43
139,3364;1524,87
139,107;1524,87
138,821;1525,4
138,6231;1530,44
138,7116;1531,85
139,2946;1510,12
139,3825;1518,76
139,1146;1547,7
139,0291;1552,5
139,3822;1549,52
139,2167;1549,37
139,6586;1546,17
139,7342;1553,08
140,4799;1534,1
140,4981;1541,57
140,5647;1511,04
140,8451;1518,09
141,3449;1482,67
141,4343;1458,95
141,6572;1473,91
141,3924;1455,28
141,4299;1465,81
141,197;1472,2
141,6573;1433,06
141,6283;1467,67
141,4655;1476,71
140,8735;1497,49
141,232;1453,09
141,5336;1453,64
141,4142;1452,92
141,6285;1426,54
141,8318;1406,7
142,5365;1411,27
142,3856;1445,94
142,4105;1445,55
142,7352;1447,12
142,2714;1464,07
142,4241;1462,5
142,5054;1479,37
142,6924;1466,79
142,7652;1432,36
142,7682;1463,76
142,6837;1457,64
142,6428;1473,99
142,4405;1473,99
142,3202;1489,42
142,9206;1472,29
142,9912;1478,55
143,6708;1453,55
144,096;1451,7
143,8445;1471,49
143,6077;1471,56
143,3132;1483,95
143,393;1484,25
143,4627;1476,65
143,0325;1519,78
142,5688;1529,03
142,2837;1518,75
142,1724;1525,75
142,0762;1517,74
142,4653;1517,22
142,0427;1525,42
142,1689;1531,38
142,5847;1526,75
142,6854;1547,04
142,6962;1546,63
142,6356;1539,6
142,9741;1542,84
142,6092;1557,59
142,5711;1552,58
142,8701;1565,15
142,5896;1562,47
142,3602;1554,41
142,0216;1561,8
141,959;1548,71
141,893;1538,53
142,2815;1541,24
142,8298;1540,08
143,5732;1500,63
143,9137;1506,33
143,8452;1519,59
144,3399;1515,88
144,2137;1514,41
144,0065;1535,28
144,1336;1540,98
144,0261;1531,02
143,5816;1549,38
143,9178;1508,44
144,1943;1509,65
144,2326;1502,17
144,097;1520,27
144,4088;1475,62
144,587;1474,77
144,9681;1453,7
144,8721;1439,18
144,7172;1481,05
144,5799;1470,58
144,7442;1451,15
144,9199;1458,74
145,4368;1433,27
145,0967;1439,7
145,5472;1416,77
145,5982;1416,77
145,4371;1440,7
145,535;1407,22
145,3981;1428,23
144,826;1469,02
145,1987;1469,72
144,7459;1481,14
145,211;1472,42
145,5626;1462,79
145,5074;1485,01
145,2443;1507,35
144,3353;1504,66
143,8986;1515,96
144,1889;1477,65
143,6652;1486,59
143,9184;1488,41
143,7075;1467,95
143,8618;1445,9
143,9718;1454,98
143,9824;1453
144,3884;1460,12
143,9091;1484,46
143,9582;1496,45
143,9582;1496,45
143,9582;1497,66
143,7744;1476,37
144,0065;1478,49
144,0228;1468,36
144,0228;1468,36
145,1346;1447,16
145,2959;1447,16
145,7066;1411,63
145,7403;1416,18
145,4279;1390,19
146,0423;1409,13
145,9749;1420,33
145,9801;1401,02
146,2259;1416,25
146,5234;1380,95
146,9858;1373,2
146,9811;1333,25
147,1626;1325,19
147,6702;1325,19
146,9887;1310,5
147,9439;1338,6
146,8855;1352,07
147,1954;1330,61
147,3841;1353,97
146,9891;1362,3
146,9004;1355,81
147,7671;1378,55
147,9046;1395,42
147,709;1380,82
148,6246;1336,64
148,3054;1326,45
148,7011;1336,91
148,7484;1331,29
148,9683;1339,13
148,0479;1348,86
148,2242;1367,21
147,8978;1348,86
148,1626;1350
147,6647;1350
147,986;1348,78
147,7109;1360,03
147,6147;1342,53
147,7181;1353,11
147,3473;1371,8
147,1413;1381,29
147,091;1380,02
147,8968;1367,68
148,8102;1330,63
149,0073;1331,34
149,1265;1326,75
148,5566;1333,7
148,8717;1304,34
148,9913;1293,37
149,5706;1273,37
148,9687;1320,65
149,1209;1308,77
149,1918;1315,48
149,2872;1288,14
149,6009;1276,6
149,0217;1330,74
149,0129;1298,42
149,064;1329,51
149,064;1329,51
149,064;1349,88
147,9917;1352,99
147,9251;1341,13
147,6614;1325,76
147,638;1315,22
147,9837;1322,7
147,5489;1370,18
147,4705;1367,53
147,5799;1369,31
147,8533;1370,4
147,4991;1372,54
147,4334;1365,54
147,5287;1354,49
147,8891;1360,55
148,4125;1332,83
148,4524;1328,32
148,0198;1334,43
147,3328;1364,71
146,8833;1365,56
146,3418;1390,33
146,5721;1388,17
146,2486;1375,94
146,4361;1379,93
146,1226;1388,82
146,2469;1397,84
146,2206;1396,37
146,8216;1390,94
146,9869;1385,59
146,9869;1409,34
146,424;1413,9
146,771;1407,49
147,0183;1418,26
146,7783;1392,57
147,6128;1397,68
148,097;1388,28
147,8323;1403,58
147,1595;1403,04
146,5725;1408,66
146,1044;1423,57
146,5544;1425,35
146,2686;1426,63
146,5562;1413,4
146,0024;1390,71
145,7045;1394,35
146,0271;1375,93
145,8225;1375,93
145,7272;1385,35
145,4849;1390,84
144,8038;1398,26
145,1378;1400,38
145,5137;1385,67
144,8751;1377,65
145,3326;1377,2
144,5664;1404,05
145,0674;1360,68
144,5816;1361,76
144,4825;1358,44
144,2372;1335,49
143,942;1339,87
143,4889;1360,03
143,721;1360,14
143,8808;1350,93
144,1172;1337,81
143,7376;1342,83
144,1927;1317,93
144,3282;1318
144,3439;1314,29
144,2793;1321,97
144,926;1283,15
144,8527;1278,38
144,1507;1280
144,0585;1284,91
143,8976;1261,52
144,5494;1262,9
145,0232;1262,9
145,4978;1252,31
145,5657;1273,7
145,6796;1244,69
145,7773;1253,39
145,5596;1239,49
145,7512;1228,3
145,9061;1214,91
145,8598;1245,36
145,6022;1260,32
144,6679;1260,68
144,2229;1260
144,3377;1277
144,2872;1282,19
145,0567;1252,54
144,9265;1257,76
145,4466;1234,37
145,8319;1263,2
146,2899;1284,26
146,7206;1267,38
146,6972;1260,31
146,9841;1249,02
147,0246;1284,88
147,046;1289,19
147,5795;1266,07
147,6591;1296,32
147,5724;1305,32
147,9628;1289,59
148,2141;1285,83
148,1499;1292,93
148,4106;1298,2
148,6169;1278,6
148,4944;1266,69
148,7264;1274,54
148,3032;1277,72
148,0601;1292,2
148,803;1266,84
148,8273;1271,51
148,3615;1281,66
148,4804;1300,68
148,6049;1282,83
148,9942;1282,83
148,7212;1277,58
148,8216;1274,98
149,3219;1236,83
149,8867;1242,31
149,3023;1267,79
149,604;1224,51
149,5162;1232,04
149,2883;1249,05
148,5049;1251,7
149,4879;1192,7
149,9918;1213,59
149,9572;1156,39
149,7257;1206,52
147,9833;1255,08
147,6412;1207,09
147,9024;1188,22
148,7959;1185,87
148,3364;1209,18
148,9715;1213,01
150,625;1106,39
150,2735;1166,36
150,8851;1161,07
151,5514;1114,28
151,8415;1099,23
153,5118;1056,89
153,4599;996,23
153,6784;984,94
153,0055;909,92
152,0509;899,22
151,0144;1003,35
150,5124;998,01
150,5155;907,84
151,2193;946,43
151,434;940,55
151,6087;985,4
151,9176;955,05
153,1962;896,78
153,5347;908,11
153,8719;876,77
153,9967;848,92
154,1969;940,51
154,0202;930,09
154,5421;954,09
153,078;968,75
153,7802;966,3
153,9053;1005,75
154,1376;952,77
154,7031;904,88
155,1103;930,99
155,2913;919,21
155,2813;898,95
155,6584;852,3
155,4601;911,29
155,8299;873,29
155,9168;850,75
155,8904;859,12
156,8037;806,58
158,0255;752,44
157,8865;800,03
157,6529;851,81
158,1934;857,39
158,9658;887,68
158,8612;887,68
159,1227;896,24
160,1212;816,21
161,1284;848,81
161,831;870,74
161,2744;845,22
161,4605;876,07
159,8795;909,7
159,0677;888,67
159,2492;899,24
159,2917;873,59
158,3939;879,73
158,9545;868,57
159,4734;913,18
161,2299;904,42
161,4453;885,28
161,174;887,88
161,869;871,63
161,7858;863,16
161,803;868,15
161,803;868,15
161,803;872,8
162,2922;869,42
161,9266;890,64
161,944;903,25
161,9422;903,25
162,2393;931,8
161,8306;927,45
160,5148;934,7
160,0026;906,65
160,7144;909,73
161,5519;890,35
161,6681;870,26
161,445;871,79
161,8163;842,62
161,945;843,74
161,6906;850,12
161,4515;850,12
161,3528;805,22
161,6658;840,24
160,8053;827,5
159,6715;831,95
158,8536;836,57
159,4236;845,71
160,054;874,09
160,5224;845,14
160,1995;825,88
160,4092;825,44
160,1755;838,51
160,0514;832,23
160,3033;845,85
160,3409;868,6
160,1192;869,89
160,4462;827,16
161,5999;833,74
162,4385;835,19
162,3641;826,84
163,0667;826,84
163,5651;789,17
163,2101;788,42
162,0819;778,94
162,6966;770,05
162,5408;743,33
162,8624;773,14
163,1123;764,9
161,8643;752,83
162,0414;735,09
162,7627;700,82
162,7452;696,33
162,0357;712,87
162,6898;682,55
163,5263;683,38
163,1359;676,53
162,6131;719,6
162,03;721,36
162,5733;750,74
162,0125;756,55
161,2983;753,89
160,7679;778,12
160,7063;794,35
161,9223;784,04
162,504;768,54
162,1858;822,92
161,1228;806,12
161,073;813,88
161,1967;832,86
162,1362;815,94
162,6424;787,53
162,8334;797,87
162,7776;811,08
161,3703;834,38
160,8081;842,5
160,8012;835,48
160,7459;815,55
160,9828;825,16
160,782;856,56
160,7829;856,56
160,7829;858,73
161,1696;841,5
161,7429;852,06
161,4891;865,3
160,7619;869,6
161,7851;832,39
161,9853;850,08
161,2749;843,55
161,3788;851,92
161,6695;866,23
161,824;857,51
162,239;855,16
162,5268;873,64
162,1159;872,81
162,1159;877,52
161,5278;907,24
161,9083;903,8
161,7005;919,53
160,6842;907,39
160,271;929,23
160,6602;909,24
160,3527;908,35
160,9592;883,92
161,2491;893,07
160,9326;882,88
161,156;909,71
160,4016;908,13
160,2721;903,47
160,8719;888,33
160,1002;887
159,43;887
159,5115;910,33
159,3967;893,06
159,2854;906,83
159,6886;919,14
159,1195;942,87
159,213;944,74
160,1031;931,76
159,4126;942,46
158,6413;940,09
159,0126;939,14
159,3606;942,43
159,0967;939,15
158,8172;944,89
159,2354;946,21
159,987;923,72
159,8955;911,97
160,2834;910,71
159,914;918,37
160,2687;921,23
160,6551;893,04
160,5832;895,1
160,7746;900,94
161,1499;920,26
161,4233;918,9
161,3912;927,23
161,4994;919,32
161,4098;923,33
162,1603;896,42
162,1756;896,42
162,59;898,72
162,3464;881,03
162,6686;879,56
162,5096;882,68
162,8788;879,13
162,9608;901,05
162,6733;905,84
162,29;932,68
162,4119;940,74
162,0332;940,38
161,8017;951,13
162,0746;954,58
162,088;954,07
161,5422;976,29
161,4277;979,26
161,3663;982,18
161,8693;979,62
161,979;975,15
162,0781;986,75
163,2729;987,48
162,7452;1002,63
162,6177;1005,65
162,7334;1002,72
162,5638;997,08
161,429;1010,48
161,657;1007,1
161,872;994,35
162,0679;1005,81
162,3037;1012,73
163,2474;1004,09
163,4731;979,73
163,4163;989,67
163,8961;996,46
163,8111;1007,37
163,3114;1026,13
163,3306;1025,57
163,6963;1028
164,0226;1028,12
163,9314;1030,98
163,8363;1028,93
163,921;1020,63
163,899;998,04
164,115;994,75
163,9406;1003,24
164,1667;1016,4
164,0657;1016,4
163,7991;1025,39
163,2007;1033,37
163,6435;1044,14
164,3243;1042,73
164,0687;1049,34
163,8524;1052,63
163,6874;1068,76
163,3724;1065,48
163,2494;1068,3
163,1737;1064,66
163,1443;1071,66
163,4367;1060,87
164,0502;1050,78
164,4342;1044,38
164,5651;1062,98
164,7395;1060,61
164,8096;1057,08
165,1327;1029,85
165,496;1025,21
165,5377;1040,46
165,3038;1054,72
165,6172;1057,59
165,6647;1065,48
164,836;1071,49
164,9874;1076,19
165,1537;1073,19
164,6209;1092,02
164,0428;1096,56
164,0704;1087,68
163,9819;1097,91
164,4643;1091,06
163,8745;1081,4
163,9585;1092,91
163,6291;1079,6
163,624;1066,95
164,3345;1063,42
164,5311;1042,63
164,0743;1066,11
164,7703;1036,2
164,7099;1042,88
164,567;1045,41
164,0648;1046,5
163,8931;1066,63
163,9072;1069,3
164,3226;1093,08
164,6731;1093,01
164,7299;1098,51
164,6189;1087,24
164,4214;1093,48
164,8679;1109,3
165,3317;1110,32
165,3334;1109,8
165,6077;1094,9
165,5168;1091,38
165,3278;1106,24
165,5157;1105,65
165,3667;1110,63
166,1586;1110,63
166,0994;1091,49
166,439;1095,63
166,4219;1108,86
166,3473;1109,23
166,1005;1099,92
165,5442;1105,98
165,9672;1103,25
166,4865;1091,94
166,5741;1095,95
166,1198;1102,35
165,8158;1106,41
166,1445;1114,11
165,764;1107,93
166,2233;1109,18
166,8732;1096,08
166,9711;1102,47
166,5266;1114,05
166,0431;1118,02
165,6071;1120,59
165,6237;1126,48
165,6237;1126,48
165,1598;1127,78
165,1935;1126,2
164,8391;1126,42
164,8557;1115,1
164,8557;1115,1
165,0897;1132,98
165,2006;1136,52
165,0101;1137,14
165,2392;1141,7
165,2757;1144,98
165,4725;1146,98
165,8299;1136,22
165,8865;1145,68
166,0051;1148,46
166,3535;1136,03
166,45;1136,03
166,1932;1150,23
166,6585;1138,04
166,7577;1116,48
166,8329;1091,76
166,8599;1096,79
167,0141;1092,17
167,1441;1097,5
167,177;1084,53
167,3725;1073,87
167,4737;1089,19
167,3838;1103,32
167,1593;1097,28
167,6689;1063,11
168,3526;1066,19
168,2865;1056,74
168,1685;1070,52
167,7494;1068,14
167,5081;1078,47
167,8689;1075,51
167,7147;1075,51
167,6692;1094,87
167,8008;1099,51
167,3732;1106,75
167,1588;1109,17
167,3277;1108,02
168,2449;1094,6
168,5761;1105,24
168,8301;1102,94
168,9492;1104,49
168,8229;1115,71
168,7157;1118,31
168,5658;1118,79
168,6805;1122,97
168,4181;1138,7
168,4107;1138,51
168,6778;1140,45
168,483;1145,61
168,2748;1150,24
168,4157;1149,99
168,5541;1150,51
168,7159;1159,46
168,9974;1166,21
168,865;1165,83
168,9235;1159,9
169,3098;1165,81
169,43;1174,17
169,3564;1167,72
168,8762;1165,73
168,7253;1166,59
169,0188;1173,22
169,2588;1173,27
169,5311;1169,43
169,7279;1178,1
169,7279;1178,1
169,7279;1187,44
169,1904;1189,44
169,4244;1182,45
169,7888;1186,44
169,1017;1194,37
168,8759;1196,48
169,1709;1197,3
169,3552;1210,65
169,4691;1211,67
169,8709;1192,13
170,0018;1197,52
169,7848;1207,18
169,9713;1205,95
170,319;1208,67
170,2013;1217,28
170,3556;1212,05
171,1268;1183,71
171,1341;1191,36
171,013;1206,78
171,3833;1186,69
170,9796;1202,26
172,0407;1173,6
173,0372;1165,9
173,8978;1128,15
173,7528;1110,89
172,1229;1159,73
172,0678;1155,79
172,2058;1171,67
172,4369;1157,44
173,2333;1135,68
173,2281;1136,94
173,486;1120,8
174,1333;1115,05
175,0869;1071,59
175,3455;1087,69
175,4109;1073,65
176,2597;1074,03
175,5909;1067,95
175,1164;1103,06
175,306;1089,41
175,5618;1089,41
175,6053;1070,71
175,6555;1098,38
175,3741;1102,83
176,2439;1064,88
176,3507;1050,47
176,892;1062
176,5118;1055,69
176,0505;1086,84
176,5936;1091,6
175,8086;1089,63
175,5949;1115,23
175,6253;1114,61
175,5736;1116,04
174,9883;1117,51
174,6112;1113,2
175,3027;1095,31
175,6914;1092,04
176,1947;1073,69
175,9909;1076,77
176,2716;1074,57
176,4795;1041,24
176,5207;1030,71
176,5853;1027,37
176,322;1022,58
176,7215;1022,58
176,2952;1028,06
176,1894;1060,27
175,9721;1070,24
175,8754;1077,96
176,3765;1078,75
175,9605;1095,34
175,6518;1095,17
175,6899;1096,48
175,882;1064,88
175,4499;1071,25
175,6645;1083,48
175,7734;1069,59
175,6832;1093,67
175,2971;1102,66
174,616;1115,01
174,5206;1113,84
174,5488;1106,13
174,7278;1101,53
175,3645;1101,6
175,1754;1125,86
175,9004;1120,46
176,1862;1127,24
176,6149;1125,82
177,0317;1121,64
176,9052;1127,79
176,8037;1121,06
177,9718;1089,47
178,0598;1083,61
178,2592;1079,25
178,9378;1079,38
178,8085;1092,54
179,2784;1094,16
179,4489;1075,63
180,136;1071,69
180,0056;1067,36
181,2339;1051,87
181,7076;1055,33
181,7425;1047,22
181,4218;1064,59
181,9018;1048,92
182,1084;1049,33
180,8783;1080,29
180,2544;1090,1
179,3971;1104,51
179,5565;1104,51
180,6998;1091,84
180,205;1098,87
179,7791;1104,18
178,926;1109,55
178,628;1121,9
179,2474;1121,1
178,7262;1125,07
177,8974;1124,66
178,3879;1125,59
178,067;1142,71
178,3402;1139,78
179,3873;1134,28
180,0776;1124,83
179,373;1148,67
180,0687;1142,16
180,3303;1147,7
180,2569;1144,73
179,9691;1141,2
179,8871;1146,24
180,2771;1137,03
180,057;1160,75
180,5798;1159,97
180,1489;1158,06
180,3452;1165,15
180,1187;1165,32
180,5471;1169,77
180,0953;1178,1
179,8923;1173,81
179,2318;1176,19
178,9973;1184,71
178,6864;1165,9
178,5146;1178,17
178,1718;1180,27
178,2929;1183,08
178,5144;1185,62
178,063;1185,64
177,512;1182,45
177,5588;1183,78
177,9414;1183,26
178,4847;1184,39
178,6246;1193,57
179,2997;1197,96
179,2063;1221,06
179,0846;1225,85
179,1706;1223,25
179,0505;1213,4
178,9861;1218,71
179,0213;1213,54
178,1866;1199,21
177,5999;1197,75
176,84;1178,34
177,1991;1178,59
176,2231;1196,69
176,1666;1199,73
176,7933;1197,84
177,8765;1180,73
176,773;1198,35
176,4347;1198,35
176,5566;1189,4
176,3542;1187,76
177,4665;1180,55
176,4662;1206,07
176,0313;1221,53
175,6042;1224,71
175,9617;1223,12
174,9614;1223,75
174,2155;1228,28
174,7482;1233
174,7311;1240,4
174,337;1240,46
173,7899;1241,59
173,9247;1235,23
173,5488;1242,87
173,9378;1243,91
174,8058;1247,08
174,6435;1254,6
175,0895;1258,84
174,8501;1256,77
174,8659;1256,77
174,4444;1257,54
175,115;1258,51
174,6968;1259,78
175,2613;1257,88
175,2771;1257,64
175,779;1271,87
175,9756;1270,2
175,1923;1276,56
175,3689;1273,85
175,7762;1271,5
175,862;1269,75
175,3968;1274,48
174,2452;1285,96
174,1447;1283,76
174,2974;1293,24
174,2434;1293,24
173,5673;1295,02
173,8047;1281,92
172,9876;1280,26
172,9901;1283,35
173,1387;1290,84
173,077;1291,18
172,6352;1296,63
172,3094;1299,54
172,6995;1276,34
172,7814;1286,12
172,018;1307,59
171,8404;1304,03
172,4316;1307,1
171,7361;1310,87
172,0308;1319,05
171,7579;1324,57
171,2257;1320,88
171,3353;1321,87
171,7852;1329,15
171,6433;1332,32
171,6516;1328,01
172,0386;1336,32
172,8197;1340,43
172,1035;1343,01
172,7244;1343,01
173,0358;1315,45
173,1322;1307,4
173,257;1306,1
173,1871;1319,88
173,0036;1327,22
172,8564;1306,33
172,6338;1308,44
171,4304;1330,97
171,6339;1321,15
171,5545;1310,13
171,3549;1321,82
171,5823;1320,03
172,0848;1295,11
172,5338;1304,28
172,4247;1296,39
173,3349;1281,87
174,0053;1256,88
172,9293;1273,71
172,5431;1279,21
172,0731;1298,38
171,9669;1293,77
172,2966;1297,54
172,0918;1309,66
171,9039;1313,8
171,5694;1310,19
171,361;1319,44
171,3809;1328,26
171,242;1325,83
170,9026;1332,41
171,0772;1332,87
170,8157;1332,63
170,5002;1335,54
170,5141;1333,51
169,8219;1328,17
169,7254;1324,46
170,3051;1314,16
170,3522;1314,41
170,5894;1314,52
171,0081;1319,68
172,2881;1305,14
171,9445;1312,62
171,6298;1330,36
172,0485;1337,39
172,0485;1337,39
172,0485;1335,25
172,2851;1347,24
171,7386;1355,66
172,3612;1360,48
172,6854;1363,61
172,4765;1361,22
172,179;1356,62
171,8781;1347,32
172,6418;1335,1
173,01;1340,2
173,9269;1346,3
173,7044;1357,16
173,5948;1342,08
174,012;1348,65
174,0893;1337,77
173,7509;1329,47
174,0516;1328,98
173,912;1340,68
173,7473;1343,6
174,4471;1333,27
174,909;1317,37
174,461;1316,28
174,8303;1320,47
175,3813;1325,69
175,5416;1331,1
175,5943;1331,1
175,1805;1345,2
175,4721;1314,55
175,4491;1312,94
174,9277;1300,16
175,1622;1286,17
174,5212;1284,94
174,9484;1279,56
175,2818;1289
175,9748;1270,98
176,0058;1271,83
175,3958;1287,87
175,9351;1265,42
176,4067;1267,64
175,8952;1271,5
175,8802;1278,36
175,5342;1295,52
175,815;1287,14
176,9934;1283,5
177,1024;1268,45
176,5654;1280,1
176,1263;1296,67
175,4381;1307,41
174,9536;1320,64
175,0402;1339,67
175,1317;1339,67
175,4171;1337,88
176,4597;1339,23
175,9887;1353,22
177,5957;1343,8
179,5122;1319,49
179,2252;1313,64
178,6143;1317,72
178,6171;1308,87
179,2455;1316,14
179,7456;1305,44
179,2228;1326,73
178,2104;1325,84
176,9532;1343,8
177,6952;1345,02
178,1836;1337,43
178,3318;1331,94
179,3992;1304,89
179,4192;1300,67
180,4978;1292,28
181,1822;1286,94
181,9653;1254,05
181,9902;1260,34
183,1281;1200,07
183,0188;1199,38
183,6774;1119,46
182,9081;1172,53
184,6079;1120,76
183,7007;1172,64
183,326;1178,81
183,1469;1204,49
183,2215;1192,76
184,0044;1193,89
185,9085;1140,65
185,6716;1123,53
185,5502;1123,82
185,6587;1162,35
184,794;1177,6
185,181;1159,27
185,5149;1176,8
184,4737;1210,09
185,4273;1212,92
184,5772;1218,89
185,3261;1204,42
186,5421;1173,97
188,0704;1173,97
188,2871;1165,24
187,6646;1198,62
187,9866;1185,9
189,5186;1154,23
189,8757;1162,27
