FTSE_MIB
48322
48564
48322
48357
48635
48059
48256
48071
47551
47793
47258
46722
46641
45699
45143
45572
45921
45621
45780
45594
45419
45941
45958
45663
45699
45031
44333
44608
43657
43452
44291
44367
44150
44030
45114
45394
45719
46297
46151
46077
46805
46953
47459
48047
47876
47937
48220
48335
48056
47988
47263
46539
47854
48437
48012
47817
47071
47366
46402
46880
47654
47624
47219
47563
46290
46426
45155
46102
45707
45358
45548
45794
45731
45272
44467
43603
43391
44291
43222
42942
43347
43347
43347
43967
44213
43662
43662
42759
41746
42676
42795
42651
42627
42747
43403
44037
44047
43576
44735
44630
44418
44499
44201
44779
44818
44635
44484
44784
45067
44579
44101
43715
43740
43139
43183
42549
43198
43057
42449
42776
41856
41919
41270
40938
40563
39884
40287
40089
40036
39338
39030
38994
39787
40014
40019
39277
38174
38179
37808
38103
37439
37466
38003
37576
35919
37000
37952
38930
38381
38952
38996
39069
37940
38376
38986
39064
39460
39889
39718
39926
39926
39926
39987
40824
40614
40292
39574
40060
40133
40036
40470
41121
41121
41124
40104
40228
40377
40160
39682
40136
40162
40294
40050
39958
39899
40043
39765
40355
40150
40531
40119
40287
39855
39101
38996
38747
38552
38986
38547
38867
39184
39096
38425
38554
37852
37469
36900
37061
36683
36402
36629
36993
36568
36700
37159
37315
38130
37842
37703
37625
36802
36846
36629
36180
36205
36336
36253
35641
35153
35646
35475
35707
35616
35355
35575
36070
36400
36507
36744
36527
36458
36788
36861
36593
36275
35738
35904
36202
36202
35800
35092
35050
35109
35243
35377
35990
35875
35538
35643
34906
34643
34304
34287
33176
32047
31805
31512
29128
29253
29643
27681
27698
27135
26515
25146
23896
25790
26542
27091
27645
29001
28250
28596
28904
29828
29070
29570
29265
30270
30939
30341
29763
30282
30939
30646
29987
30729
31676
31678
30900
31790
31295
30063
30595
30658
30543
31224
30765
31107
31759
31471
30580
31556
31527
31766
32220
33030
32442
32410
32640
32737
32486
31883
31788
31912
31885
31593
32003
33225
33364
33171
32364
32408
31939
31144
30997
32003
31759
31437
31002
31729
31729
31729
31729
32271
32317
32317
32317
32044
32764
32625
32330
32493
32661
31966
32176
31351
31795
31307
31693
31798
31402
31639
31734
31993
32142
32476
32266
32049
32171
32117
31593
31036
30524
30707
30812
30753
30517
31007
31344
30968
30817
30153
30033
30351
30119
30524
30707
31754
31820
32069
32886
32766
33047
32949
33289
33049
32752
33001
33174
33301
33176
33530
33240
33320
33442
33067
33279
33118
33679
33679
33679
33520
33616
33215
33225
32483
32666
33062
32527
32683
32769
33706
33594
33406
33557
33220
33213
33215
32730
32578
32544
32474
32474
31881
31534
31566
31332
31961
31544
31129
31588
32122
32130
32110
31942
31280
31312
30992
30909
30768
30856
30836
30726
30251
30143
29736
28989
28994
28789
28525
28782
29516
28957
28384
27854
28872
28894
28594
27879
27791
27039
27442
27117
27244
28091
28250
27405
26827
27034
28186
28091
27984
27371
26532
26307
25170
25256
25763
26195
25114
24072
23752
23496
23833
23918
25073
25126
25295
24511
